remote_id,name,url,address,latitude,longitude
7629,Alpha Tau Omega,https://events.cornell.edu/alpha_tau_omega,"625 University Ave, Ithaca, NY 14850, USA",42.448975,-76.490585
7630,Alpha Xi Delta,https://events.cornell.edu/alpha_xi_delta,"115 The Knolls, Ithaca, NY 14850, USA",42.453701,-76.490097
7631,Alpha Zeta,https://events.cornell.edu/alpha_zeta,"214 Thurston Ave, Ithaca, NY 14850, USA",42.45409,-76.487152
7632,"Alumni Affairs and Development, Ithaca",https://events.cornell.edu/alumni_affairs_and_development_ithaca,"Hilton Garden Inn Ithaca, Ny, 130 E Seneca St, Ithaca, NY 14850, USA",42.440647,-76.497589
7633,"Alumni Affairs and Development, NYC",https://events.cornell.edu/alumni_affairs_and_development_nyc,"101 Park Ave, New York, NY 10016, USA",40.745846,-73.982109
7634,Alumni House,https://events.cornell.edu/alumni_house_388,"",42.451801,-76.480881
7842,Amit Bhatia '01 Libe Cafe (Olin Library),https://events.cornell.edu/libe_cafe_olin_library,"Olin Library, Ithaca, NY 14850, USA",42.447777,-76.484535
7635,Anabel Taylor Hall,https://events.cornell.edu/anabel_taylor,"Anabel Taylor Hall, Ithaca, NY 14850, USA",42.444958,-76.485664
48214,Animal Health Diagnostic Center,https://events.cornell.edu/animal_health_diagnostic_center_50,"42.448787, -76.464405",42.448486,-76.464256
7637,Animal Science Teaching and Research Barns,https://events.cornell.edu/animal_science_teaching_and_research_barns,"",42.444984,-76.467224
7638,Anna Comstock Hall (Latino Living Center),https://events.cornell.edu/anna_comstock_hall,"520 Thurston Ave, Ithaca, NY 14850, USA",42.453835,-76.482521
7640,Appel Commons,https://events.cornell.edu/appel_commons,"",42.453548,-76.476112
235338,"Appledore Island, Shoals Marine Lab",https://events.cornell.edu/appledore_island_shoals_marine_lab_297,"42.9905,-70.634319",42.98735,-70.616378
7643,Aquaculture Building,https://events.cornell.edu/aquaculture_building,"",42.441875,-76.467957
7644,Arecibo Observatory,https://events.cornell.edu/arecibo_observatory,"",18.344122,-66.752731
7645,Arnot Teaching and Research Forest,https://events.cornell.edu/arnot_teaching_and_research_forest,"611 County Road 13, Cayuta, NY 14889, USA",42.262959,-76.626862
7646,Arts Quad,https://events.cornell.edu/arts_quad,Central Campus,42.449272,-76.484535
7652,Bailey Hall,https://events.cornell.edu/bailey_hall,"230 Garden Ave, Ithaca, NY 14850",42.4492,-76.4801
7651,Bailey Hall Plaza,https://events.cornell.edu/bailey_hall_plaza,"230 Garden Ave, Ithaca, NY 14850",42.4492,-76.4801
7654,Baker Institute for Animal Health,https://events.cornell.edu/baker_institute_for_animal_health,"",42.428017,-76.453979
7655,Baker Lab,https://events.cornell.edu/baker_lab,"259 East Ave, Ithaca, NY 14850, USA",42.450424,-76.482086
7656,Baker Tower,https://events.cornell.edu/baker_tower,"240 West Ave, Ithaca, NY 14850, USA",42.448925,-76.488022
7657,Balch Hall,https://events.cornell.edu/balch_hall,"",42.453125,-76.479919
7586,"Baltimore, MD",https://events.cornell.edu/baltimore_md,"",,
7658,Bard Hall,https://events.cornell.edu/bard_hall,"4 Central Ave, Ithaca, NY 14850, USA",42.444,-76.484711
7659,Barnes Hall,https://events.cornell.edu/barnes_hall,"129 Ho Plaza Cornell University: Ithaca, NY 14853, USA",42.446396,-76.484344
7660,Bartels Hall,https://events.cornell.edu/bartels_hall,"Cornell Team and Leadership Center, Ithaca, NY 14850, USA",42.445805,-76.476311
7662,Barton Hall,https://events.cornell.edu/barton_hall,"",42.445969,-76.480644
7661,Barton Lab,https://events.cornell.edu/barton_lab,"738 Castle St, Geneva, NY 14456, USA",42.875263,-77.005684
7663,Bauer Hall,https://events.cornell.edu/bauer_hall,"",42.453732,-76.4785
7664,Beebe Dam Bridge,https://events.cornell.edu/beebe_dam_bridge,"Triphammer Foot Bridge, Ithaca, NY 14850, USA",42.451744,-76.47998
7666,Beebe Hall,https://events.cornell.edu/beebe_hall,"",42.448883,-76.474236
7668,Beebe Lake,https://events.cornell.edu/beebe_lake,"101 Forest Home Dr, Ithaca, NY 14850, USA",42.451443,-76.477226
7667,Beebe Lake Green,https://events.cornell.edu/beebe_lake_green,"",42.452339,-76.478416
7669,Belkin Squash Courts,https://events.cornell.edu/belkin_squash_courts,"230 Pine Tree Rd, Ithaca, NY 14850, USA",42.435043,-76.46521
7670,Berman Field,https://events.cornell.edu/berman_field,"",42.446156,-76.473686
7671,Beta Theta Pi,https://events.cornell.edu/beta_theta_pi,"100 Ridgewood Rd, Ithaca, NY 14850, USA",42.455856,-76.489578
7672,Big Red Barn,https://events.cornell.edu/big_red_barn,"",42.448452,-76.480965
127984,Bill and Melinda Gates Hall,https://events.cornell.edu/bill_and_melinda_gates_hall_416,"107 Hoy Rd, Ithaca, NY 14850",42.445068,-76.481117
7674,Biology Quad,https://events.cornell.edu/biology_quad,"",42.446854,-76.47892
7673,Biotechnology Building,https://events.cornell.edu/biotech_building,Central Campus,42.446445,-76.478294
7676,Black Box Theatre,https://events.cornell.edu/black_box_theatre,"",,
7677,Blair Farm Complex,https://events.cornell.edu/blair_farm_complex,"",42.442993,-76.468811
7678,Blauvelt Lab,https://events.cornell.edu/blauvelt_lab,"E, Ithaca, NY 14850, USA",42.448624,-76.469856
7679,Boldt Hall,https://events.cornell.edu/boldt_hall,"726 University Ave, Ithaca, NY 14850, USA",42.44902,-76.488731
7680,Boyce Thompson Institute,https://events.cornell.edu/boyce_thompson_institute,"",42.447021,-76.467751
7681,Bradfield Hall,https://events.cornell.edu/bradfield_hall,"",42.447773,-76.475723
192061,Brian C. Nevin Welcome Center,https://events.cornell.edu/brian_c_nevin_welcome_center_79,"124 Comstock Knoll Road, Ithaca, NY 14850",42.449335,-76.472658
7682,Brooklane Apartments,https://events.cornell.edu/brooklane_apartments,"202 Triphammer Rd, Ithaca, NY 14850, USA",42.456604,-76.481697
7683,Bruckner Lab,https://events.cornell.edu/bruckner_lab,"",42.448284,-76.474075
7684,Business and Technology Park,https://events.cornell.edu/business_and_technology_park,"55 County Road 124, Ithaca, NY 14850, USA",42.485435,-76.461281
7685,Buttermilk Falls State Park,https://events.cornell.edu/buttermilk_falls_state_park,"",42.417007,-76.521568
7687,Caldwell Hall,https://events.cornell.edu/caldwell_hall,"",42.449207,-76.478279
7688,Campus Wide,https://events.cornell.edu/campus_wide,"",,
628254,Campus-wide,https://events.cornell.edu/campus-wide_283,"42.44701, -76.48327",42.446792,-76.484413
7689,Carl Becker House,https://events.cornell.edu/carl_becker_house,"647 Stewart Ave, Ithaca, NY 14853, USA",42.448456,-76.489807
7691,Carpenter Hall,https://events.cornell.edu/carpenter_hall,"Cornell University Sch-Engineer, 242 Carpenter Hall, Ithaca, NY 14853-2201, USA",42.444832,-76.484123
7692,Cascadilla Creek,https://events.cornell.edu/cascadilla_creek,"",42.443146,-76.486977
7693,Cascadilla Hall,https://events.cornell.edu/cascadilla_hall,"",42.442471,-76.486687
7694,Cayuga Inlet,https://events.cornell.edu/cayuga_inlet,"",42.453056,-76.511353
7695,Cayuga Medical Center,https://events.cornell.edu/cayuga_medical_center,"",42.469154,-76.537537
9650,Cayuga Nature Center,https://events.cornell.edu/1301177364_487,"1420 Taughannock Blvd, Ithaca, NY 14850, USA",42.519646,-76.56044
7686,CCC (Computing and Communications Center),https://events.cornell.edu/ccc,"",42.449253,-76.47905
7587,CCE-Tompkins Education Center,https://events.cornell.edu/cce-tompkins_education_center,"615 Willow Ave, Ithaca, NY 14850, USA",42.4506,-76.503502
7696,Center for Jewish Living,https://events.cornell.edu/center_for_jewish_living,"104-06 West Ave, Ithaca, NY 14850, USA",42.444389,-76.487877
9015,CFEM,https://events.cornell.edu/CFEM,"55 Broad St, New York, NY 10005, USA",40.70512,-74.01149
7698,Chi Phi,https://events.cornell.edu/chi_phi,"107 Edgemoor Ln, Ithaca, NY 14850, USA",42.443638,-76.488808
7699,Chi Psi,https://events.cornell.edu/chi_psi,"",42.450996,-76.488007
7701,Clara Dickson Hall,https://events.cornell.edu/clara_dickson_hall,"",42.454655,-76.479309
7702,"Clarion Hotel, Ithaca",https://events.cornell.edu/clarion_hotel,"1 Sheraton Dr, Ithaca, NY 14850, USA",42.478619,-76.480492
7703,Clark Hall,https://events.cornell.edu/clark_hall,Central Campus,42.449741,-76.481209
7705,Class of '56 Dance Theatre,https://events.cornell.edu/class_of_56_dance_theatre,"",,
7706,Class of '56 Flexible Theatre,https://events.cornell.edu/class_of_56_flexible_theatre,"",,
7707,College Avenue Stone Arch Bridge,https://events.cornell.edu/college_avenue_stone_arch_bridge,"",42.443031,-76.485214
176213,College of Veterinary Medicine at Cornell University,https://events.cornell.edu/college_of_veterinary_medicine_at_cornell_university_812,"606 Tower Road, Ithaca",,
7708,Collegetown,https://events.cornell.edu/collegetown,"403 College Ave, Ithaca, NY 14850, USA",42.441654,-76.485237
7709,Companion Animal Hospital,https://events.cornell.edu/companion_animal_hospital,"",42.446903,-76.464645
7711,Comstock Hall,https://events.cornell.edu/comstock_hall,"",42.446579,-76.47934
7712,Conference Ctr I,https://events.cornell.edu/conference_ctr_i,"",,
7713,Convenient Care at Ithaca,https://events.cornell.edu/convenient_care_at_ithaca,"22 Arrowood Dr, Ithaca, NY 14850, USA",42.479797,-76.464439
7720,Cornell Botanic Gardens,https://events.cornell.edu/cornell_plantations,"",,
7938,Cornell Botanic Gardens,https://events.cornell.edu/plantations,"",42.449268,-76.471848
7715,Cornell Central Campus,https://events.cornell.edu/cornell_central_campus,"",,
7716,Cornell Childcare Center,https://events.cornell.edu/cornell_childcare_center,"162 Pleasant Grove Rd, Ithaca, NY 14850, USA",42.459133,-76.475563
7718,Cornell Collyer Boathouse,https://events.cornell.edu/cornell_collyer_boathouse,"685 3rd St, Ithaca, NY 14850, USA",42.446899,-76.511154
60945,Cornell Cooperative Extension of Tioga County ,https://events.cornell.edu/ccetioga,"56 Main St, Owego, NY",42.100918,-76.266296
312344,Cornell Cooperative Extension of Tompkins County,https://events.cornell.edu/cornell_cooperative_extension_of_tompkins_county_74,"615 Willow Avenue, Ithaca, New York 14850-3555",42.450703,-76.503427
24666,Cornell Financial Engineering Manhattan (CFEM),https://events.cornell.edu/cornell_financial_engineering_manhattan_cfem_765,"",,
7724,Cornell in Washington D.C.,https://events.cornell.edu/cornell_in_washington_dc,"1337 22nd St NW, Washington D.C., DC 20037, USA",38.908337,-77.048492
7719,Cornell Orchards,https://events.cornell.edu/cornell_orchards,"701 Dryden Rd, Ithaca, NY 14850, USA",42.444908,-76.46228
7721,Cornell Presidents Residence,https://events.cornell.edu/cornell_presidents_residence,"",,
30823,Cornell Recycle Center,https://events.cornell.edu/cornell_recycle_center_593,"251 Solidago Road, Ithaca, NY",42.444592,-76.45784
7722,Cornell Store,https://events.cornell.edu/cornell_store,"Ho Plaza, Ithaca, NY 14853, USA",42.446716,-76.484657
7723,Cornell University Press (CUP),https://events.cornell.edu/cornell_university_press_cup,"512 E State St, Ithaca, NY 14850, USA",42.439716,-76.491447
7725,Corson/Mudd Hall,https://events.cornell.edu/corson-mudd_hall,"",42.447258,-76.47831
7726,Court Hall,https://events.cornell.edu/court_hall,"",42.45451,-76.478035
7727,Creek Farm Cottage,https://events.cornell.edu/creek_farm_cottage,"99 Maritine Cottage Rd, Portsmouth, NH 03801, USA, Portsmouth, NH 3801",43.058193,-70.739441
9014,CUCE-NYC,https://events.cornell.edu/CUCE-NYC,"New York City, NY",,
7729,Dairy Bar,https://events.cornell.edu/dairy_bar,"48 Judd Falls Rd, Ithaca, NY 14850, USA",42.447048,-76.470238
7731,Day Hall,https://events.cornell.edu/day_hall,"Cornell University, Day Hall",42.447189,-76.483154
7733,Dean's Garden,https://events.cornell.edu/deans_garden,"",42.4496,-76.477287
7732,DeFrees Hydraulics Lab,https://events.cornell.edu/defrees_lab,"4 Central Ave, Ithaca, NY 14850, USA",42.444649,-76.484802
7734,Delta Chi,https://events.cornell.edu/delta_chi,"102 The Knolls, Ithaca, NY 14850, USA",42.452976,-76.488724
7735,Delta Delta Delta,https://events.cornell.edu/delta_delta_delta,"118 Triphammer Rd, Ithaca, NY 14850, USA",42.455368,-76.481316
7736,Delta Gamma,https://events.cornell.edu/delta_gamma,"117 Triphammer Rd, Ithaca, NY 14850, USA",42.455456,-76.480453
7737,Delta Kappa Epsilon,https://events.cornell.edu/delta_kappa_epsilon,"13 South Ave, Ithaca, NY 14850, USA",42.444561,-76.487137
7738,Delta Phi (Llenroc),https://events.cornell.edu/delta_phi_llenroc,"100 Cornell Ave, Ithaca, NY 14850, USA",42.446697,-76.491798
7739,Delta Tau Delta,https://events.cornell.edu/delta_tau_delta,"601 Stewart Ave, Ithaca, NY 14850, USA",42.445412,-76.489029
7740,Delta Upsilon,https://events.cornell.edu/delta_upsilon,"6 South Ave, Ithaca, NY 14850, USA",42.445213,-76.487061
7741,Diagnostic Labs,https://events.cornell.edu/diagnostic_labs,"",,
7742,Dilmun Hill Student Farm (CUAES),https://events.cornell.edu/dilmun_hill_student_farm,"",42.44323,-76.469162
7743,Dimock Lab,https://events.cornell.edu/dimock_lab,"E, Ithaca, NY 14850, USA",42.448555,-76.467827
7744,Dolgen Hall,https://events.cornell.edu/dolgen_hall,"B07 Tower Rd, Ithaca, NY 14853, USA",42.447346,-76.480118
7745,Downtown Ithaca,https://events.cornell.edu/downtown_ithaca,"Ithaca, NY",42.443962,-76.501884
7746,Duffield Hall,https://events.cornell.edu/duffield_hall,"",42.444862,-76.48278
7747,Dyce Lab for Honey Bee Research,https://events.cornell.edu/dyce_lab_for_honey_bee_research,"209 Freese Rd, Ithaca, NY 14850, USA",42.465046,-76.445122
707188,Dyson School,https://events.cornell.edu/dyson_school_476,"137 Reservoir Avenue, Ithaca, NY 14850",42.449198,-76.477109
7748,East Hill Office Building (EHOB),https://events.cornell.edu/east_hill_office_building,"395 Pine Tree Rd, Ithaca, NY 14850, USA",42.439133,-76.463249
7749,Ecology (Hurlburt) House,https://events.cornell.edu/ecology_hurlburt_house,"111 Country Club Rd, Ithaca, NY 14850, USA",42.457932,-76.483986
7750,Eddy Gate,https://events.cornell.edu/eddy_gate,"",42.442398,-76.487473
345973,eHub Collegetown,https://events.cornell.edu/ehub_collegetown_973,"409 College Ave., Ithaca, NY 14850",42.442124,-76.485003
7751,Emerson Hall,https://events.cornell.edu/emerson_hall,"",42.448322,-76.475777
7752,Engineering Quad,https://events.cornell.edu/engineering_quad,"Cornell University College of Engineering, 242 Carpenter Hall, Ithaca, NY 14853-2201, USA",42.444523,-76.483627
7753,Equine Hospital,https://events.cornell.edu/equine_hospital,"",42.447357,-76.463493
7754,Equine Metabolism Unit,https://events.cornell.edu/equine_metabolism_unit,"",42.444515,-76.467506
7755,Equine Park,https://events.cornell.edu/equine_park,"",42.461514,-76.458008
8946,Ezra's Barn,https://events.cornell.edu/ezras_barn,"",,
7757,F. R. Newman Arboretum,https://events.cornell.edu/f_r_newman_arboretum,"",42.451862,-76.455994
8012,Faculty Tennis Club,https://events.cornell.edu/faculty_tennis_club,"",42.442783,-76.479729
7759,Fall Creek,https://events.cornell.edu/fall_creek,"16 The Byway, Ithaca, NY 14850, USA",42.453682,-76.472572
7758,Fall Creek Studio,https://events.cornell.edu/fall_creek_studio,"1201-15 N Tioga St, Ithaca, NY 14850, USA",42.453434,-76.497574
7760,Federal Nutrition Lab,https://events.cornell.edu/federal_nutrition_lab,"",42.44775,-76.467239
7761,Fernow Hall,https://events.cornell.edu/fernow_hall,"",42.448395,-76.475182
7762,Field House,https://events.cornell.edu/field_house,"",42.456501,-76.481026
7763,Fish Lab,https://events.cornell.edu/fish_lab,"",,
7764,Flora Rose House,https://events.cornell.edu/flora_rose_house,"134 Gothics Way, Ithaca, NY 14853, USA",42.447941,-76.488838
7765,Floriculture Buildings,https://events.cornell.edu/floriculture_buildings,"",42.44878,-76.469299
7766,Food Science Building,https://events.cornell.edu/food_science_building,"",42.447136,-76.47123
7767,Food Science Lab,https://events.cornell.edu/food_science_lab,"",42.447136,-76.47123
7768,Founders Hall,https://events.cornell.edu/founders_hall,"240 West Ave, Ithaca, NY 14850, USA",42.448433,-76.487907
7769,Foundry and Kiln Shed,https://events.cornell.edu/foundry,"800-02 University Ave, Ithaca, NY 14850, USA",42.451485,-76.483566
7770,Frank H. T. Rhodes Hall,https://events.cornell.edu/rhodes_hall,"",42.443451,-76.481506
7771,Friedman Wrestling Center,https://events.cornell.edu/friedman_wrestling_center,"",42.445602,-76.474533
7590,Friends Hall,https://events.cornell.edu/friends_hall,"Friends Hall, Ithaca, NY 14853, USA",42.445011,-76.478256
7772,Fuertes Observatory,https://events.cornell.edu/fuertes_observatory,"",42.452724,-76.474487
7773,Gannett Health Center,https://events.cornell.edu/gannett_health_center,"Ithaca College: Handwerker Gallery (Art), 1170 Gannett Ctr, Ithaca, NY 14853, USA",42.445641,-76.485497
7591,"Geneva, NY",https://events.cornell.edu/geneva_ny,"",,
7774,George Jameson Hall,https://events.cornell.edu/george_jameson_hall,"",42.45565,-76.478188
7775,Goldwin Smith Hall,https://events.cornell.edu/goldwin_smith_hall,"232 East Ave, Central Campus",42.449047,-76.483597
7776,Grossman Pond,https://events.cornell.edu/grossman_pond,"",42.452118,-76.454391
7778,Grumman Hall,https://events.cornell.edu/grumman_hall,"Cornell 100+ MPG Team, Ithaca, NY 14850, USA",42.443493,-76.482132
7777,Grumman Squash Courts,https://events.cornell.edu/grumman_squash_courts,"",42.444981,-76.479851
7779,Guterman Research Center,https://events.cornell.edu/guterman_research_center,"2 Caldwell Dr, Ithaca, NY 14850, USA",42.447395,-76.460617
7780,Hangar Theatre,https://events.cornell.edu/hanger_theatre,"Hangar Theater, 171 E State St, Ithaca, NY 14850, USA",42.455112,-76.517212
7781,Hans Bethe House,https://events.cornell.edu/hans_bethe_house,"314 West Ave., Ithaca, NY 14853, USA",42.446918,-76.488457
7782,Harford Animal Science Teaching and Research Center,https://events.cornell.edu/harford_animal_science_teaching_and_research_center,"601 Cornell Ln, Dryden, NY 13053, USA",42.441471,-76.248192
7783,Hartung-Boothroyd Observatory,https://events.cornell.edu/hartung-boothroyd_observatory,"",42.458221,-76.384583
7784,Hasbrouck Apartments,https://events.cornell.edu/hasbrouck_apartments,"2205 Hasbrouck Cir, Ithaca, NY 14850, USA",42.456326,-76.471695
7785,Hedrick Hall,https://events.cornell.edu/hedrick_hall,"601 W North St, Geneva, NY 14456, USA",42.876759,-77.007416
7786,Helen Newman Hall,https://events.cornell.edu/helen_newman_hall,North Campus,42.452942,-76.477379
7787,High Rise #5,https://events.cornell.edu/high_rise_5,"High Rise 5, Ithaca, NY 14850, USA",42.456123,-76.476791
7788,Hilton Garden Inn-Ithaca,https://events.cornell.edu/hilton_garden_inn-ithaca,"",,
7789,Ho Plaza,https://events.cornell.edu/ho_plaza,"Ho Plaza, Ithaca, NY 14853, USA",42.446697,-76.485069
7790,Holland International Living Center,https://events.cornell.edu/holland_international_living_center,"",,
7791,Hollister Hall,https://events.cornell.edu/hollister_hall,"4 Central Ave, Ithaca, NY 14850, USA",42.444466,-76.484749
34487,Homer C. Thompson Vegetable Research Farm (CUAES),https://events.cornell.edu/homer_c_thompson_vegetable_research_farm_cuaes_218,"133 Fall Creek Rd. Freeville, NY ",42.517933,-76.335297
7792,Horton Lab,https://events.cornell.edu/horton_lab,"G, Ithaca, NY 14850, USA",42.448719,-76.468781
7793,Hot Truck,https://events.cornell.edu/hot_truck,"699 Stewart Ave, Ithaca, NY 14850, USA",42.44836,-76.490219
7794,Houston Pond,https://events.cornell.edu/houston_pond,"",42.451057,-76.454605
7795,Hoy Field,https://events.cornell.edu/hoy_field,"",42.444172,-76.480598
7796,Hughes Hall,https://events.cornell.edu/hughes_hall,"125 Edgemoor Ln, Ithaca, NY 14850, USA",42.443638,-76.486519
70448,Human Ecology Building (HEB),https://events.cornell.edu/human_ecology_building_heb_486,"42.4505,-76.4786",42.450478,-76.478523
7797,Humphreys Service Building,https://events.cornell.edu/humphreys_service_building,"Central Heating Plant, Ithaca, NY 14850, USA",42.442749,-76.475533
7798,Hurlburt House (Ecology House),https://events.cornell.edu/hurlburt_house_ecology_house,"111 Country Club Rd, Ithaca, NY 14850, USA",42.457932,-76.483986
7799,ILR Conference Center,https://events.cornell.edu/ilr_conference_center,"",42.446957,-76.480057
7800,ILR Research Building,https://events.cornell.edu/ilr_research_building,"",42.446575,-76.480125
7802,Insectary,https://events.cornell.edu/insectary,"J, Ithaca, NY 14850, USA",42.44886,-76.469887
7803,Ithaca Bus Terminal,https://events.cornell.edu/ithaca_bus_terminal,"701 W Seneca St, Ithaca, NY 14850, USA",42.439491,-76.511032
7804,Ithaca College,https://events.cornell.edu/ithaca_college,"ITHACA College: Graduate Studies, 953 Danby Rd, Ithaca, NY 14850, USA",42.421921,-76.494987
7805,Ithaca Commons,https://events.cornell.edu/ithaca_commons,"198 E Martin Luther King Jr St, Ithaca, NY 14850, USA",42.43961,-76.496834
7806,Ithaca Farmers' Market,https://events.cornell.edu/ithaca_farmers_market,"598 3rd St, Ithaca, NY 14850, USA",42.451012,-76.509315
7807,Ithaca High School,https://events.cornell.edu/ithaca_high_school,"",42.455074,-76.498665
7808,Ithaca Police Department,https://events.cornell.edu/ithaca_police_department,"118 E Clinton St, Ithaca, NY 14850, USA",42.437019,-76.49762
7809,Ithaca Sciencenter,https://events.cornell.edu/ithaca_sciencenter,"601 1st St, Ithaca, NY 14850, USA",42.449757,-76.504463
7810,Ives Hall,https://events.cornell.edu/ives_hall,"B07 Tower Rd, Ithaca, NY 14853, USA",42.447319,-76.480995
7811,JAM (Just About Music),https://events.cornell.edu/jam_just_about_music,"",42.455112,-76.47612
7812,James Law Aud Vet School,https://events.cornell.edu/james_law_aud_vet_school,"",42.447845,-76.466591
7813,Japes Lodge,https://events.cornell.edu/japes_lodge,"",42.452427,-76.47979
7814,Jennings Crabapple Collection,https://events.cornell.edu/jennings_crabapple_collection,"",42.453011,-76.453842
7815,Jerome H. Holland International Living Center,https://events.cornell.edu/jerome_h_holland_international_living_center,"1 Sisson Pl, Ithaca, NY 14850, USA",42.455643,-76.476059
7816,Jessup Field,https://events.cornell.edu/jessup_field,"",42.457241,-76.480629
7818,Johnson Museum of Art,https://events.cornell.edu/johnson_museum_of_art,"Herbert F. Johnson Museum of Art, 114 Central Ave, Ithaca, NY 14853, USA",42.450729,-76.486069
7819,Jordan Hall,https://events.cornell.edu/jordan_hall,"614 W North St, Geneva, NY 14456, USA",42.877441,-77.007217
7820,Judith Eissner Pavilion,https://events.cornell.edu/judith_eissner_pavilion,"413-15 College Ave, Ithaca, NY 14850, USA",42.442726,-76.485382
7821,Kahin Center,https://events.cornell.edu/kahin_center,"640 Stewart Ave, Ithaca, NY 14850, USA",42.44799,-76.491318
7822,Kane Sports Complex,https://events.cornell.edu/kane_sports_complex,"",42.446728,-76.472664
7823,Kappa Alpha Kappa,https://events.cornell.edu/kappa_alpha_kappa,"519 Stewart Ave, Ithaca, NY 14850, USA",42.444569,-76.488846
